,Sex,Education,Marital Status,Age,Credit Limit,Payment Score,Avg Outstanding,Avg Paid,PaySep,PayAug,PayJul,PayJun,PayMay,PayApr,Outstanding/Sept05,Outstanding/Aug05,Outstanding/Jul05,Outstanding/Jun05,Outstanding/May05,Outstanding/Apr05,Paid/Sept05,Paid/Aug05,Paid/Jul05,Paid/Jun05,Paid/May05,Paid/Apr05
164,F,MSc or PHd,Married,32,50000,1.0,24543.333333333332,3485.5,3,1,1,0,1,0,47858,49223,42589,639,4639,2312,2500,3000,7000,4000,2413,2000
165,F,MSc or PHd,Single,28,100000,3.0,83310.33333333333,3317.0,3,3,3,3,3,3,79580,81493,82759,83609,85325,87096,3790,3200,3100,3200,3332,3280
166,F,MSc or PHd,Married,42,210000,-0.16666666666666666,415.0,415.0,2,-1,0,0,-1,-1,0,0,2490,0,0,0,0,2490,0,0,0,0
167,F,BSc,Married,32,230000,1.3333333333333333,77065.33333333333,2840.6666666666665,1,1,1,1,3,1,87764,73526,72376,76870,75211,76645,2630,2614,6000,0,3000,2800
168,M,BSc,Single,25,20000,2.5,18826.0,256.8333333333333,5,4,3,1,1,1,20610,20005,19331,19333,17363,16314,0,0,500,715,326,0
169,F,High School Diploma,Single,36,20000,2.3333333333333335,19203.166666666668,968.1666666666666,1,1,3,3,3,3,16754,18873,19862,19245,20532,19953,2400,1600,0,1600,209,0
170,M,High School Diploma,Married,33,120000,2.8333333333333335,69032.33333333333,2300.0,2,3,3,3,3,3,66055,67405,68405,69387,70727,72215,3000,2700,2700,2600,2800,0
171,M,High School Diploma,Married,51,70000,1.6666666666666667,50479.5,1711.5,3,3,1,1,1,1,54968,51384,49734,50361,49185,47245,0,2100,1950,1900,2219,2100
172,F,BSc,Single,24,50000,1.5,37518.333333333336,1802.6666666666667,2,3,1,1,1,1,48861,48082,48614,26667,26036,26850,2000,2233,1083,1100,1400,3000
173,M,MSc or PHd,Single,27,40000,1.0,12006.333333333334,1868.0,1,1,1,1,1,1,11058,11471,11776,12660,12660,12413,2000,1500,2330,2300,1000,2078
174,F,BSc,Married,27,470000,0.8333333333333334,78605.5,19411.666666666668,1,1,1,1,0,1,152478,62084,54551,14363,97440,90717,3001,4005,2021,97441,5001,5001
175,F,High School Diploma,Single,53,30000,0.0,2489.3333333333335,3440.5,0,0,0,0,0,0,1598,2487,0,4810,2796,3245,2487,0,4810,2796,3245,7305
176,M,MSc or PHd,Married,43,500000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
177,F,BSc,Single,33,110000,-0.3333333333333333,25.0,67.0,2,-1,-1,-1,-1,0,0,0,0,0,0,150,0,0,0,0,300,102
178,M,BSc,Other,42,50000,1.6666666666666667,39980.833333333336,1850.6666666666667,3,1,1,3,1,1,47647,50232,50510,32177,29530,29789,3700,3700,0,1072,1500,1132
179,M,High School Diploma,Married,37,150000,3.8333333333333335,148283.16666666666,2603.5,5,5,5,4,3,1,151117,153787,150320,147989,143355,143131,6500,0,512,0,4388,4221
180,F,MSc or PHd,Single,29,40000,2.3333333333333335,30628.666666666668,1866.6666666666667,1,1,3,3,3,3,26461,29425,30145,29361,33893,34487,3400,1500,0,5000,1300,0
181,F,High School Diploma,Married,43,100000,3.0,52379.0,2200.0,3,3,3,3,3,3,50485,51582,52141,52691,54199,53176,2200,2000,2000,2500,0,4500
182,F,High School Diploma,Single,52,30000,6.333333333333333,2450.0,0.0,3,3,8,8,8,8,2450,2450,2450,2450,2450,2450,0,0,0,0,0,0
183,F,BSc,Married,49,210000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
184,M,High School Diploma,Single,55,50000,1.0,32485.666666666668,1442.0,1,1,1,1,1,1,51737,27121,28103,28814,29261,29878,2930,1447,1158,1041,1082,994
185,F,BSc,Married,37,240000,-0.6666666666666666,39.666666666666664,0.0,0,0,-1,-1,-1,-1,238,0,0,0,0,0,0,0,0,0,0,0
186,M,MSc or PHd,Other,55,110000,3.0,96948.83333333333,3316.6666666666665,2,3,3,3,4,3,92610,94755,92351,101140,99260,101577,4500,0,11300,0,4100,0
187,F,MSc or PHd,Single,28,170000,3.0,135903.5,5542.666666666667,3,3,3,3,3,3,131864,133897,129761,138604,136283,145012,5600,0,11000,0,11000,5656
188,F,High School Diploma,Other,51,90000,1.3333333333333333,13228.0,769.3333333333334,1,1,1,1,3,1,11315,12340,13349,14276,13904,14184,1212,1221,1148,0,510,525
189,M,MSc or PHd,Single,30,50000,2.5,2793.1666666666665,883.3333333333334,3,3,3,0,3,3,4187,5152,3679,596,446,2699,2300,0,700,0,2300,0
190,M,MSc or PHd,Single,32,120000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
191,M,MSc or PHd,Single,27,180000,0.5,13346.666666666666,583.3333333333334,-1,0,3,3,-1,-1,11392,14688,14040,13440,13440,13080,3500,0,0,0,0,0
192,M,MSc or PHd,Married,60,320000,0.16666666666666666,19130.833333333332,26184.5,0,0,0,0,1,0,9955,3465,84421,886,11741,4317,3465,84440,886,11533,4317,52466
193,F,BSc,Single,29,160000,1.0,623.1666666666666,393.3333333333333,3,3,0,0,0,0,1989,-8,866,0,892,0,0,874,0,892,0,594
194,M,BSc,Single,32,30000,2.3333333333333335,10852.0,1250.0,3,1,1,3,3,3,7851,9065,11595,11112,12923,12566,1500,3000,0,2000,0,1000
195,F,BSc,Married,32,180000,2.1666666666666665,17933.666666666668,2000.0,2,3,3,3,1,1,15548,15009,17752,17172,18732,23389,0,3000,0,2000,5000,2000
196,F,BSc,Single,24,80000,4.5,950.0,0.0,3,3,6,6,5,4,1200,1200,1200,1200,600,300,0,0,0,0,0,0
197,M,MSc or PHd,Married,27,30000,0.5,6609.0,1078.5,0,1,1,1,1,-1,12897,13484,6655,6618,0,0,2011,2211,2101,148,0,0
198,F,MSc or PHd,Married,34,200000,0.5,3584.1666666666665,549.0,0,1,1,0,1,0,6206,6723,7545,362,181,488,1120,1024,362,0,488,300
199,M,MSc or PHd,Single,41,250000,0.16666666666666666,6816.166666666667,6142.0,0,0,0,1,0,0,1338,-24,8324,5872,23020,2367,0,8348,0,23020,2367,3117
200,M,MSc or PHd,Single,43,380000,0.8333333333333334,2679.1666666666665,6.5,2,3,3,-1,-1,-1,8201,7882,-2,-2,-2,-2,39,0,0,0,0,0
201,M,MSc or PHd,Married,42,300000,0.6666666666666666,27760.5,12862.0,0,1,1,0,1,1,11973,61834,25145,37666,19453,10492,20979,5000,37676,8808,2000,2709
202,F,High School Diploma,Married,39,180000,2.6666666666666665,12906.666666666666,1451.6666666666667,3,3,3,3,3,1,10159,12689,12183,13979,13621,14809,2710,0,2000,0,2000,2000
203,M,BSc,Married,30,140000,1.0,96867.5,3207.0,1,1,1,1,1,1,134203,127319,107496,69218,70702,72267,5000,3500,2700,2600,2742,2700
204,M,BSc,Single,25,20000,1.8333333333333333,5124.333333333333,671.3333333333334,2,3,3,1,1,1,6174,7543,7255,3887,5887,0,2000,28,0,2000,0,0
205,M,BSc,Single,26,180000,1.0,7133.0,1030.3333333333333,1,1,1,1,1,1,5591,6619,10574,7733,6794,5487,1126,4081,240,504,169,62
206,M,MSc or PHd,Single,36,500000,-1.0,36849.0,32382.833333333332,-1,-1,-1,-1,-1,-1,45106,81264,18122,27229,21462,27911,81690,18225,27365,21570,28050,17397
207,M,High School Diploma,Single,43,130000,0.16666666666666666,2420.8333333333335,3853.8333333333335,2,0,0,-1,0,0,1018,6377,-2,935,4985,1212,6433,2,937,4990,1215,9546
208,F,MSc or PHd,Married,44,260000,0.8333333333333334,615.6666666666666,454.5,0,3,3,0,0,-1,1215,856,291,803,98,431,0,291,803,98,431,1104
209,F,MSc or PHd,Single,25,360000,0.6666666666666666,88480.33333333333,1925.6666666666667,1,1,1,1,1,-1,279846,169426,68810,12800,0,0,7004,1793,2757,0,0,0
210,F,MSc or PHd,Single,29,290000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
211,M,MSc or PHd,Married,38,360000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
212,F,BSc,Single,23,50000,0.16666666666666666,473.3333333333333,3328.3333333333335,0,0,0,1,0,0,780,0,780,390,390,500,0,780,0,390,500,18300
213,M,MSc or PHd,Single,36,360000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
214,F,High School Diploma,Single,30,150000,-1.0,2677.8333333333335,2616.0,-1,-1,-1,-1,-1,-1,456,9664,3420,2527,0,0,9664,3420,2612,0,0,0
215,F,MSc or PHd,Single,26,160000,0.5,6253.833333333333,5554.166666666667,1,1,1,0,0,0,2198,11155,0,12315,0,11855,9155,0,12315,0,11855,0
216,F,High School Diploma,Single,57,140000,1.3333333333333333,112266.5,4352.333333333333,3,1,1,1,1,1,131795,134083,125360,99313,90623,92425,6743,5421,3926,3290,3310,3424
217,F,BSc,Married,67,30000,2.3333333333333335,28937.833333333332,1197.3333333333333,3,3,1,1,3,3,30374,29038,27737,29499,30124,26855,0,1500,2182,1200,0,2302
218,F,MSc or PHd,Single,31,140000,0.5,405.3333333333333,296.6666666666667,0,3,0,0,0,0,652,326,326,326,476,326,0,326,326,476,326,326
219,M,BSc,Single,27,60000,2.1666666666666665,47129.166666666664,2133.3333333333335,2,3,1,1,3,3,43356,42381,46663,49877,50734,49764,0,5000,4000,1800,0,2000
220,M,High School Diploma,Married,54,180000,1.0,117611.33333333333,3624.6666666666665,1,1,1,1,1,1,149698,137260,124500,111430,98182,84598,4834,4371,3849,3405,2887,2402
221,F,BSc,Single,52,230000,1.1666666666666667,1978.3333333333333,1812.3333333333333,3,0,3,1,0,0,1292,3943,1990,1499,593,2553,3951,1,9,594,2560,3759
222,F,MSc or PHd,Single,22,20000,3.0,19554.166666666668,1706.5,3,3,3,3,3,3,16233,20547,20542,19572,20437,19994,5383,660,0,1538,0,2658
223,M,High School Diploma,Married,30,220000,1.3333333333333333,174198.0,5861.333333333333,1,1,1,1,3,1,162105,170592,173969,183030,181385,174107,10000,5013,10626,52,5255,4222
224,F,High School Diploma,Single,24,140000,2.1666666666666665,45699.0,1879.8333333333333,2,3,3,3,1,1,42897,45739,46468,45422,46371,47297,3821,1775,0,1833,1850,2000
225,M,High School Diploma,Married,33,20000,1.0,11068.0,1894.6666666666667,3,1,1,1,1,-1,20500,16237,20960,6914,1017,780,2191,1000,0,1017,780,6380
226,F,High School Diploma,Married,34,60000,1.3333333333333333,12072.5,1115.0,1,1,1,3,1,1,9928,11261,12853,12352,12703,13338,1500,2090,0,700,1000,1400
227,F,BSc,Married,56,280000,1.0,248653.83333333334,9769.166666666666,1,1,1,1,1,1,284204,284041,283396,213294,213384,213604,10261,17003,7657,7750,7861,8083
228,F,High School Diploma,Married,55,30000,1.3333333333333333,30181.0,1386.1666666666667,3,1,1,1,1,1,29278,30393,29785,30377,30155,31098,1600,1585,1377,1155,2600,0
229,M,BSc,Single,43,240000,0.0,291.0,291.0,0,0,0,0,0,0,291,291,291,291,291,291,291,291,291,291,291,291
230,F,BSc,Married,44,150000,0.0,6134.666666666667,17991.333333333332,0,0,0,0,0,0,390,5104,10318,5775,14441,780,5104,10318,10355,14441,780,66950
231,F,MSc or PHd,Single,25,50000,2.8333333333333335,49027.333333333336,1900.0,2,3,3,3,3,3,47054,48008,48913,49847,50840,49502,2000,2000,2000,1900,1900,1600
232,F,BSc,Married,41,410000,1.0,365688.0,15113.333333333334,1,1,1,1,1,1,354506,363666,369776,368779,369358,368043,14600,15500,14000,13580,14000,19000
233,M,BSc,Married,41,360000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
234,F,High School Diploma,Single,46,210000,1.1666666666666667,8555.666666666666,3978.8333333333335,2,3,1,1,0,0,5816,5579,20079,17309,2310,241,13,17309,0,2310,241,4000
235,F,BSc,Single,24,30000,2.0,26764.5,1443.6666666666667,1,1,3,3,3,1,24238,26996,26269,27734,27151,28199,3462,0,2200,0,1500,1500
236,F,BSc,Married,35,20000,2.6666666666666665,19508.5,795.6666666666666,2,3,3,4,3,1,18648,18061,21034,20419,19289,19600,0,3292,0,0,781,701
237,M,BSc,Married,54,80000,1.0,54455.666666666664,1983.3333333333333,1,1,1,1,1,1,76962,79463,79761,30286,29898,30364,4000,3500,1100,1100,1200,1000
238,F,BSc,Single,37,150000,1.0,59946.666666666664,1999.5,1,1,1,1,1,1,80463,82513,84271,43832,33963,34638,3348,3490,1402,1233,1240,1284
239,F,High School Diploma,Married,54,140000,-0.5,-150.0,0.0,2,-1,-1,-1,-1,-1,-150,-150,-150,-150,-150,-150,0,0,0,0,0,0
240,F,BSc,Single,40,200000,1.3333333333333333,165022.83333333334,6550.0,3,1,1,1,1,1,176502,176297,162826,160186,161965,152361,8000,7300,6000,6000,6000,6000
241,M,BSc,Single,30,20000,3.3333333333333335,17200.333333333332,416.6666666666667,2,3,5,4,3,3,19977,21359,20581,19860,19690,1735,2000,0,0,0,500,0
242,F,BSc,Single,23,50000,2.0,49872.833333333336,1965.5,1,1,1,3,3,3,47053,47835,51109,51713,52738,48789,1842,4116,2000,1950,0,1885
243,F,BSc,Married,34,230000,1.0,180860.0,5656.333333333333,1,1,1,1,1,1,234328,234211,157345,155335,153427,150514,8913,5449,5339,5370,4435,4432
244,F,BSc,Married,35,100000,2.0,97435.83333333333,4102.0,3,1,1,3,3,1,98845,95265,98571,99322,96661,95951,4600,8002,4003,2,4005,4000
245,M,BSc,Married,32,240000,2.0,135243.5,4983.333333333333,3,3,3,1,1,1,127418,135942,132640,135320,138523,141618,10400,0,4500,5000,5000,5000
246,F,MSc or PHd,Single,31,70000,6.333333333333333,2400.0,0.0,3,3,8,8,8,8,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0
247,F,BSc,Single,42,180000,3.0,52804.333333333336,2166.6666666666665,3,3,3,3,3,3,50420,51818,52372,52917,54123,55176,2500,2000,2000,2200,2100,2200
248,F,MSc or PHd,Single,28,140000,1.3333333333333333,13593.833333333334,1800.0,1,1,3,1,1,1,9305,13614,13103,14077,15189,16275,4800,0,1500,1500,1500,1500
249,F,BSc,Married,29,140000,1.0,47128.0,14330.5,1,1,1,1,1,1,81764,92071,43777,22806,12643,29707,20167,5000,28800,2000,20007,10009
250,M,BSc,Single,25,180000,2.0,12178.333333333334,824.3333333333334,3,3,3,1,1,1,10022,12847,12351,12350,12608,12892,3000,0,500,455,491,500
251,F,BSc,Married,55,90000,1.6666666666666667,55645.0,2833.8333333333335,3,3,1,1,1,1,81998,83674,80890,31565,33049,22694,4003,3000,3000,3000,2000,2000
252,M,BSc,Married,30,20000,0.3333333333333333,1678.3333333333333,1094.3333333333333,0,0,1,1,0,0,1261,2835,2522,1261,1261,930,2835,1000,0,1261,930,540
253,F,BSc,Single,34,270000,0.0,3313.8333333333335,3269.3333333333335,0,0,0,0,0,0,381,3376,2958,4154,5885,3129,3406,2983,4172,5912,3143,0
254,F,High School Diploma,Single,44,340000,1.0,147044.5,5882.0,1,1,1,1,1,1,142836,145125,146682,150407,147868,149349,7000,5500,6027,5328,5390,6047
255,F,BSc,Married,29,210000,1.0,86463.0,2382.5,1,1,1,1,1,1,209807,123664,51353,43485,44784,45685,5088,2000,1600,2000,1800,1807
256,F,High School Diploma,Married,49,70000,3.0,23061.166666666668,1423.3333333333333,3,3,3,3,3,3,21024,21790,21142,23772,24930,25709,1400,0,3000,1700,1340,1100
257,F,BSc,Married,51,230000,1.0,56774.5,2592.3333333333335,1,1,1,1,1,1,51802,53956,56968,58099,59318,60504,3000,3921,2079,2155,2174,2225
258,M,High School Diploma,Married,23,20000,0.6666666666666666,17103.5,3822.1666666666665,0,0,1,1,1,1,3675,19316,19844,19844,20388,19554,19316,1261,651,803,747,155
259,F,MSc or PHd,Married,30,290000,0.0,1426.5,7091.166666666667,0,0,0,0,0,0,1312,1312,1311,1486,1488,1650,1318,1317,1493,1495,1657,35267
260,F,BSc,Married,42,150000,0.0,3870.3333333333335,3982.8333333333335,0,0,0,0,0,0,3260,2270,5887,3935,3935,3935,2270,5887,3935,3935,3935,3935
261,M,High School Diploma,Single,22,20000,0.0,6099.333333333333,166.66666666666666,1,1,1,-1,-1,-1,19624,16972,0,0,0,0,1000,0,0,0,0,0
262,F,BSc,Married,23,90000,1.0,15523.166666666666,3700.0,1,1,1,1,1,1,12770,14241,14895,25195,23769,2269,2500,1200,10500,7000,1000,0
263,F,BSc,Single,22,50000,1.0,40142.833333333336,1587.8333333333333,1,1,1,1,1,1,50834,50770,50215,29386,29527,30125,2200,1517,1000,1500,2005,1305
264,M,BSc,Single,54,30000,1.0,21831.333333333332,1466.3333333333333,1,1,1,1,1,1,26278,24767,27533,26400,25620,390,1700,3400,2528,0,390,780
265,M,BSc,Single,27,50000,1.6666666666666667,17612.833333333332,9191.0,3,3,1,1,1,1,23901,13262,8643,7382,1975,50514,4146,1200,0,0,49800,0
266,M,BSc,Married,57,120000,1.0,104291.33333333333,4335.5,1,1,1,1,1,1,118709,120580,118684,88557,91124,88094,5000,5007,4000,4003,4003,4000
267,F,High School Diploma,Married,50,100000,1.8333333333333333,86101.33333333333,19083.333333333332,3,3,3,0,1,1,110537,99734,99973,71008,66735,68621,0,3000,103000,2500,3000,3000
268,M,MSc or PHd,Married,39,170000,3.5,83439.66666666667,3983.3333333333335,3,3,3,3,5,4,74298,80073,81959,89991,88018,86299,7000,3800,10000,0,0,3100
269,F,MSc or PHd,Married,52,350000,6.333333333333333,2400.0,0.0,3,3,8,8,8,8,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0
270,F,MSc or PHd,Single,29,200000,0.5,23233.333333333332,5433.833333333333,1,1,0,1,1,-1,65935,25574,28727,19164,0,0,1011,31209,383,0,0,0
271,M,BSc,Married,50,380000,1.0,237055.5,62356.333333333336,1,1,1,1,1,1,385662,294826,220022,154283,35270,332270,12020,9009,6109,3000,332000,12000
272,F,High School Diploma,Married,43,150000,0.6666666666666666,648.3333333333334,455.0,0,0,3,1,0,0,264,948,632,316,316,1414,1000,0,0,316,1414,0
273,M,BSc,Single,37,120000,1.5,17878.0,1166.6666666666667,0,3,1,1,1,3,16241,16680,17695,17901,19608,19143,1000,1600,800,2000,0,1600
274,M,MSc or PHd,Single,26,20000,0.0,510.3333333333333,441.0,0,0,0,0,0,0,416,416,416,416,416,982,416,416,416,416,982,0
275,F,High School Diploma,Married,48,20000,3.0,12718.166666666666,683.3333333333334,2,3,3,4,3,3,14589,16743,17522,17055,10400,0,2700,1400,0,0,0,0
276,F,BSc,Single,36,250000,0.6666666666666666,12758.166666666666,11160.166666666666,1,0,0,1,1,1,6220,27217,6149,26202,6906,3855,27225,6159,25846,0,3855,3876
277,F,MSc or PHd,Single,29,80000,1.0,19146.833333333332,1092.0,1,1,1,1,1,1,16936,17963,18976,19660,20343,21003,1303,1316,1000,1000,1000,933
278,M,BSc,Married,37,70000,0.8333333333333334,6891.0,2367.3333333333335,0,3,1,1,0,0,10323,6659,6740,3559,7086,6979,0,3559,189,7086,3370,0
279,F,High School Diploma,Single,22,10000,1.3333333333333333,9327.333333333334,735.8333333333334,1,1,3,1,1,1,10012,9784,9473,8947,9135,8613,2452,7,308,320,328,1000
280,M,BSc,Single,26,140000,1.3333333333333333,122769.5,5576.0,3,1,1,1,1,1,133572,135367,113272,115685,118171,120550,6169,4500,4287,4500,4500,9500
281,M,BSc,Married,31,160000,1.8333333333333333,29451.166666666668,2083.3333333333335,4,3,1,1,1,1,26295,27074,28314,29341,31690,33993,1500,2000,1500,3000,3000,1500
282,M,BSc,Married,48,140000,0.6666666666666666,2681.6666666666665,1297.0,0,0,3,1,1,-1,1600,5012,4739,4739,0,0,5012,0,0,0,0,2770
283,F,BSc,Married,38,160000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
284,F,High School Diploma,Single,29,300000,-1.0,5486.333333333333,5536.666666666667,-1,-1,-1,-1,-1,-1,-140,28092,3572,195,209,990,28232,3589,195,210,994,0
285,F,BSc,Single,26,70000,3.1666666666666665,45650.333333333336,2066.6666666666665,3,3,3,4,3,3,42583,43600,47550,46487,47298,46384,2000,5000,0,1700,0,3700
286,F,High School Diploma,Married,53,50000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
287,F,MSc or PHd,Single,22,50000,0.0,2080.6666666666665,2610.5,0,0,0,0,0,0,586,297,3674,1392,3085,3450,297,3675,1392,3086,3492,3721
288,M,MSc or PHd,Married,38,200000,0.0,5948.0,5420.5,0,0,0,0,0,0,6186,735,1463,15550,5045,6709,735,1463,15550,5045,6709,3021
289,F,BSc,Single,49,10000,1.5,4544.833333333333,166.66666666666666,2,3,1,1,1,1,8184,5011,5728,4255,2782,1309,0,1000,0,0,0,0
290,F,MSc or PHd,Married,39,280000,0.16666666666666666,2911.3333333333335,975.8333333333334,0,1,0,0,0,0,7791,5851,430,2041,775,580,1000,430,2041,775,580,1029
291,F,BSc,Married,22,20000,2.0,14103.333333333334,767.8333333333334,3,3,3,1,1,1,16726,19143,18391,18562,11798,0,3000,0,371,1236,0,0
292,F,BSc,Married,37,260000,2.0,206842.33333333334,7891.333333333333,3,3,3,1,1,1,244738,251351,244949,248273,119124,132619,12000,0,11000,4321,20000,27
293,M,High School Diploma,Single,22,50000,1.0,21087.5,933.3333333333334,1,1,1,1,1,1,42678,38239,22691,8807,7143,6967,1500,1100,1000,500,500,1000
294,M,BSc,Married,37,60000,3.6666666666666665,30340.5,1294.3333333333333,4,5,4,3,3,3,30381,29986,29210,29729,30505,32232,366,0,1300,1400,2400,2300
295,F,BSc,Single,24,180000,2.8333333333333335,106377.5,3329.6666666666665,2,3,3,3,3,3,108580,105403,112073,111345,98404,102460,0,8564,4000,0,7414,0
296,F,BSc,Married,44,70000,1.0,8719.666666666666,1583.3333333333333,1,1,1,1,1,1,4221,6642,8361,10208,11038,11848,2500,2000,2000,1000,1000,1000
297,F,MSc or PHd,Married,45,300000,0.3333333333333333,12729.833333333334,5617.166666666667,0,0,0,1,1,0,6608,10009,22456,22056,14020,1230,10017,22456,0,0,1230,0
298,F,BSc,Single,25,220000,1.0,143000.33333333334,5470.0,1,1,1,1,1,1,165040,167485,148133,123266,125736,128342,6809,7038,5000,4500,5000,4473
299,F,MSc or PHd,Married,37,210000,3.0,79734.16666666667,3350.0,3,3,3,3,3,3,76089,77985,79104,80399,81462,83366,3700,3000,3200,2500,3400,4300
300,F,BSc,Married,42,70000,3.0,53233.0,2183.3333333333335,3,3,3,3,3,3,50886,51975,52527,53560,54653,55797,2200,2000,2500,2100,2200,2100
301,M,BSc,Single,32,230000,3.0,184289.33333333334,5750.0,3,3,3,3,3,3,189567,189023,187521,182671,174794,182160,9000,6300,6200,500,12500,0
302,M,MSc or PHd,Single,31,100000,3.0,35015.0,1251.8333333333333,3,3,3,3,3,3,33752,32928,35572,34700,36942,36196,0,3200,0,2800,0,1511
303,F,MSc or PHd,Single,29,80000,1.3333333333333333,79969.66666666667,5375.666666666667,1,1,1,3,1,1,81337,80290,82215,80422,78284,77270,2842,20412,0,3000,3000,3000
304,M,High School Diploma,Married,44,100000,0.0,390.0,325.0,0,0,0,0,0,0,780,0,390,390,390,390,0,390,390,390,390,390
305,M,MSc or PHd,Single,24,40000,2.0,30120.0,1094.0,2,3,1,1,1,4,28926,28182,28912,29495,33011,32194,0,1500,1064,4000,0,0
306,F,MSc or PHd,Married,37,210000,0.3333333333333333,362.3333333333333,362.3333333333333,2,0,0,0,0,0,0,732,873,148,129,292,732,873,148,129,292,0
307,F,High School Diploma,Married,50,60000,1.0,43725.0,5364.833333333333,1,1,1,1,1,1,61600,61952,60661,29095,17636,31406,3300,2000,900,889,21500,3600
308,F,MSc or PHd,Single,33,290000,0.0,1242.6666666666667,1173.8333333333333,0,0,0,0,0,0,413,486,820,60,1773,3904,486,820,60,1773,3904,0
309,M,BSc,Married,42,500000,1.6666666666666667,3672.1666666666665,2011.3333333333333,2,0,3,3,1,1,-984,3516,1924,1924,8924,6729,4500,0,0,7000,36,532
310,F,High School Diploma,Single,24,90000,-0.16666666666666666,3258.0,3174.1666666666665,0,0,0,0,0,-1,595,207,18189,557,0,0,207,18281,557,0,0,0
311,F,BSc,Married,37,50000,3.6666666666666665,1050.0,0.0,3,3,4,4,4,4,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0
312,F,MSc or PHd,Single,23,140000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
313,F,High School Diploma,Single,29,160000,-0.5,1119.1666666666667,1119.1666666666667,2,-1,-1,-1,-1,-1,0,0,4150,2065,0,500,0,4150,2065,0,500,0
314,M,BSc,Single,21,20000,1.0,13412.333333333334,833.3333333333334,1,1,3,1,1,-1,19277,20997,20200,20000,0,0,5000,0,0,0,0,0
315,F,High School Diploma,Single,29,110000,1.0,106352.33333333333,4622.5,1,1,1,1,1,1,101006,104474,106332,106906,108952,110444,5300,5300,4000,4100,4631,4404
316,F,MSc or PHd,Single,30,210000,-0.16666666666666666,8254.166666666666,8254.166666666666,2,-1,-1,-1,0,0,0,0,0,0,49525,0,0,0,0,49525,0,0
317,F,BSc,Other,44,20000,6.166666666666667,2300.0,0.0,3,3,8,8,8,7,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0
318,M,MSc or PHd,Single,28,50000,2.1666666666666665,47922.166666666664,1686.8333333333333,4,3,3,1,1,1,49828,50467,48964,49447,44067,44760,2121,0,2000,2000,2000,2000
319,F,MSc or PHd,Single,29,50000,2.3333333333333335,13053.333333333334,916.6666666666666,1,1,3,3,3,3,10532,13145,12637,13922,13556,14528,2800,0,1500,0,1200,0
320,F,BSc,Single,35,360000,2.0,309511.0,10709.333333333334,3,3,3,1,1,1,360023,363239,350214,319960,260944,202686,14693,30,12302,10004,7506,19721
321,F,MSc or PHd,Married,27,180000,2.6666666666666665,63771.833333333336,1815.3333333333333,3,3,3,3,3,1,81044,78403,58083,58244,56041,50816,2600,0,4700,0,2500,1092
